class,age,male,female
0,0 to 1,1026.53,942.89
1,1 to 5,4098.93,3758.43
10,10 to 15,5312.64,5125.93
15,15 to 20,5806.67,5794.92
20,20 to 25,5629.2,4982.29
25,25 to 30,5320.16,4630.41
30,30 to 35,4837.94,4383.34
35,35 to 40,4387.85,3924.7
40,40 to 45,3803.42,3651.02
45,45 to 50,3328.07,3161.44
5,5 to 10,4711.76,4364.45
50,50 to 55,2943.16,3061.79
55,55 to 60,2739.03,2826.95
60,60 to 65,2668.84,2545.31
65,65 to 70,1855.31,1714.29
70,70 to 75,1148.72,1184.96
75,75 to 80,646.55,718.99
80,80 and over,560.04,636.69
