class,age,male,female
0,0 to 1,214.62,189.76
1,1 to 5,856.96,756.38
10,10 to 15,1197.27,1071.47
15,15 to 20,1319.97,1208.7
20,20 to 25,1453.18,1329.24
25,25 to 30,1406.4,1352.08
30,30 to 35,1365.07,1254.81
35,35 to 40,1231.22,1135.28
40,40 to 45,1095.18,993.9
45,45 to 50,962.09,876.63
5,5 to 10,1119.57,994.87
50,50 to 55,822.88,774.58
55,55 to 60,733.76,639.3
60,60 to 65,551.11,480.77
65,65 to 70,367.79,322.81
70,70 to 75,254.26,255.78
75,75 to 80,183.63,181.49
80,80 and over,158.58,165.53
