class,age,male,female
0,0 to 1,930.47,861.18
1,1 to 5,3715.37,3432.71
10,10 to 15,4933.93,4692.18
15,15 to 20,5339.99,5362.12
20,20 to 25,5241.28,4920.71
25,25 to 30,5073.01,4673.37
30,30 to 35,4855.23,4541.93
35,35 to 40,4496.11,4185.11
40,40 to 45,4077.31,3991.88
45,45 to 50,3637.73,3494.8
5,5 to 10,4330.67,4009.98
50,50 to 55,3194.9,3226.82
55,55 to 60,2843.76,2778.53
60,60 to 65,2448.92,2408.91
65,65 to 70,1674.13,1738.52
70,70 to 75,1128.05,1250.22
75,75 to 80,637.25,791.36
80,80 and over,536.3,625.58
