class,age,male,female
0,0 to 1,616.9,560.81
1,1 to 5,2463.26,2235.41
10,10 to 15,3390.21,3153.93
15,15 to 20,3191,3054.46
20,20 to 25,3281.3,3077.24
25,25 to 30,3454.89,3259.05
30,30 to 35,3214.94,2925.28
35,35 to 40,2836.91,2600.73
40,40 to 45,2470.82,2315.6
45,45 to 50,2219.42,2066.22
5,5 to 10,3274.63,3014.99
50,50 to 55,1898.34,1853
55,55 to 60,1595.94,1485.36
60,60 to 65,1279.25,1230.7
65,65 to 70,940.41,883.63
70,70 to 75,622.75,680.98
75,75 to 80,452.54,471.64
80,80 and over,347.67,397.8
