class,age,male,female
0,0 to 1,718.75,662.01
1,1 to 5,2869.97,2638.82
10,10 to 15,3733.84,3594.05
15,15 to 20,3969.3,3963.93
20,20 to 25,3836.02,3428.41
25,25 to 30,3654.25,3205.4
30,30 to 35,3328.79,3045.95
35,35 to 40,3032.18,2732.46
40,40 to 45,2634.57,2526.25
45,45 to 50,2304.83,2188.76
5,5 to 10,3314.51,3077.22
50,50 to 55,2029.21,2110.87
55,55 to 60,1891.02,1947.51
60,60 to 65,1840.4,1751.75
65,65 to 70,1265.96,1172.1
70,70 to 75,785.47,812.21
75,75 to 80,440.94,489.75
80,80 and over,379.05,429.32
