class,age,male,female
0,0 to 1,1022.72,916.48
1,1 to 5,4083.72,3653.16
10,10 to 15,6035.3,5529.74
15,15 to 20,6230.02,6144.13
20,20 to 25,6756.53,6610.55
25,25 to 30,7175.51,6955.41
30,30 to 35,6593.51,6111.08
35,35 to 40,5768.34,5458.37
40,40 to 45,5357.86,5181.91
45,45 to 50,4780.21,4671.06
5,5 to 10,5236.17,4701.7
50,50 to 55,4381,4457.32
55,55 to 60,3985.71,3738.08
60,60 to 65,3197,2911.26
65,65 to 70,2260.94,2201.34
70,70 to 75,1773.29,1970.97
75,75 to 80,1466.41,1451.6
80,80 and over,1128.53,1152.4
