class,age,male,female
0,0 to 1,1162.56,1041.59
1,1 to 5,4642.07,4151.85
10,10 to 15,6858.57,6278.37
15,15 to 20,7116.04,6998.06
20,20 to 25,7743.69,7546.08
25,25 to 30,8232.92,7953.36
30,30 to 35,7565.95,6989.2
35,35 to 40,6620.99,6244.47
40,40 to 45,6149.07,5926.75
45,45 to 50,5481.69,5335.77
5,5 to 10,5951.92,5340.75
50,50 to 55,5015.79,5088.83
55,55 to 60,4562.43,4263.84
60,60 to 65,3649.07,3317.5
65,65 to 70,2574.26,2505.34
70,70 to 75,2019.71,2243.06
75,75 to 80,1668.75,1650.73
80,80 and over,1288.87,1314.68
