class,age,male,female
0,0 to 1,1319.94,1220.65
1,1 to 5,5270.49,4865.62
10,10 to 15,6433.22,6145.89
15,15 to 20,6400.43,6345.71
20,20 to 25,6129.69,5673.11
25,25 to 30,5883.64,5574.25
30,30 to 35,5683.47,5489.12
35,35 to 40,5358.83,4982.35
40,40 to 45,4846.48,4787.86
45,45 to 50,4347.5,4163.33
5,5 to 10,6191.85,5788.83
50,50 to 55,3803.74,3810.87
55,55 to 60,3387.92,3474.22
60,60 to 65,3165.62,3172.17
65,65 to 70,2102.76,2185.56
70,70 to 75,1358.47,1530.02
75,75 to 80,754.89,972.15
80,80 and over,659.01,844.76
