class,age,male,female
0,0 to 1,1088,968.28
1,1 to 5,4344.37,3859.63
10,10 to 15,5804.1,5363.76
15,15 to 20,5774.68,5802.06
20,20 to 25,6224.92,6070.44
25,25 to 30,6074.69,5784.09
30,30 to 35,5495.29,5153.68
35,35 to 40,4882.22,4608.06
40,40 to 45,4336.2,4161.44
45,45 to 50,3846.87,3803.23
5,5 to 10,5357.87,4863.48
50,50 to 55,3403.01,3498.78
55,55 to 60,3030.5,3021.52
60,60 to 65,2581.58,2387.21
65,65 to 70,1730.96,1675.85
70,70 to 75,1303.07,1383.55
75,75 to 80,950.04,957.18
80,80 and over,748.19,770.4
