class,age,male,female
0,0 to 1,460.72,428.48
1,1 to 5,1839.66,1707.95
10,10 to 15,2325.7,2234.79
15,15 to 20,2006.23,2035.29
20,20 to 25,1809.38,1925.41
25,25 to 30,1833.64,1814.83
30,30 to 35,1665.4,1735.05
35,35 to 40,1580.93,1643.54
40,40 to 45,1452.33,1514.27
45,45 to 50,1296.08,1259.09
5,5 to 10,2598.42,2454.4
50,50 to 55,1031.01,1151.34
55,55 to 60,858.57,962.99
60,60 to 65,752.42,921.1
65,65 to 70,441.52,547.05
70,70 to 75,260.18,364.21
75,75 to 80,134.41,182.71
80,80 and over,97.41,147.98
