class,age,male,female
0,0 to 1,568.68,479.32
1,1 to 5,2270.72,1910.6
10,10 to 15,2920.43,2702.44
15,15 to 20,2984.66,2843.35
20,20 to 25,2982.99,2894.38
25,25 to 30,2993.87,2889.45
30,30 to 35,2933.07,2746.74
35,35 to 40,2717.7,2431.72
40,40 to 45,2356.41,2201.45
45,45 to 50,2057.2,1954.64
5,5 to 10,2734.41,2431.15
50,50 to 55,1799.63,1844.78
55,55 to 60,1698.2,1592.07
60,60 to 65,1455.54,1327.55
65,65 to 70,975.3,884.23
70,70 to 75,679.56,654.77
75,75 to 80,439.67,409.49
80,80 and over,343.87,317.33
