class,age,male,female
0,0 to 1,907.71,819.94
1,1 to 5,3624.47,3268.32
10,10 to 15,5403.58,4992.11
15,15 to 20,5439.35,5312.41
20,20 to 25,6048.34,5736.92
25,25 to 30,5957.64,5699.04
30,30 to 35,5549.38,5197.03
35,35 to 40,5085.47,4800.94
40,40 to 45,4688.6,4449.19
45,45 to 50,4192.33,3954.76
5,5 to 10,4770.66,4261.72
50,50 to 55,3609.45,3537.09
55,55 to 60,3085.46,2975.15
60,60 to 65,2596.19,2393.26
65,65 to 70,1850.66,1823.05
70,70 to 75,1365.93,1471.91
75,75 to 80,1028.33,1047.2
80,80 and over,799.14,864.36
