class,age,male,female
0,0 to 1,811.39,714.71
1,1 to 5,3239.87,2848.89
10,10 to 15,4460.46,4145.33
15,15 to 20,4895.43,4696.63
20,20 to 25,5286.44,4881.38
25,25 to 30,5327.13,4992.84
30,30 to 35,4997.18,4572.61
35,35 to 40,4518.31,4145.71
40,40 to 45,4124.16,3717.3
45,45 to 50,3652.51,3317.2
5,5 to 10,4029.82,3590.78
50,50 to 55,3109.68,2998.92
55,55 to 60,2839.84,2489.98
60,60 to 65,2220.39,2010.23
65,65 to 70,1551,1470.35
70,70 to 75,1139.39,1202.08
75,75 to 80,897.24,887.61
80,80 and over,699.35,739.26
