class,age,male,female
0,0 to 1,1422.62,1315.62
1,1 to 5,5680.52,5244.17
10,10 to 15,6937.35,6627.31
15,15 to 20,6905.94,6847.52
20,20 to 25,6614.98,6122.9
25,25 to 30,6349.84,6014.72
30,30 to 35,6133.39,5922.31
35,35 to 40,5782.31,5376.11
40,40 to 45,5229.57,5165.98
45,45 to 50,4690.96,4492.35
5,5 to 10,6673.24,6238.53
50,50 to 55,4104.35,4112.29
55,55 to 60,3655.66,3747.52
60,60 to 65,3413.88,3420.54
65,65 to 70,2268.11,2357.4
70,70 to 75,1465.71,1650.62
75,75 to 80,814.58,1048.76
80,80 and over,710.94,910.76
