class,age,male,female
0,0 to 1,1489.43,1314.78
1,1 to 5,5947.29,5240.81
10,10 to 15,7875.76,7279.61
15,15 to 20,7863.63,7833.79
20,20 to 25,8375.52,8167.85
25,25 to 30,8216.8,7838.38
30,30 to 35,7531.2,7059.45
35,35 to 40,6739.79,6301.88
40,40 to 45,5961.99,5696.43
45,45 to 50,5276.78,5178.82
5,5 to 10,7305.89,6613.51
50,50 to 55,4653.97,4783.83
55,55 to 60,4187.73,4131.65
60,60 to 65,3571.59,3297.05
65,65 to 70,2390.35,2288.4
70,70 to 75,1770.91,1852.91
75,75 to 80,1265.13,1261.76
80,80 and over,995.57,1009.49
