class,age,male,female
0,0 to 1,481.78,450.94
1,1 to 5,1923.75,1797.47
10,10 to 15,2602.65,2469.78
15,15 to 20,2256.62,2171.86
20,20 to 25,2104.74,2155.06
25,25 to 30,2142.5,2094.8
30,30 to 35,1960.98,1944.21
35,35 to 40,1834.9,1854.62
40,40 to 45,1724.68,1773.09
45,45 to 50,1604.47,1581.69
5,5 to 10,2683.08,2461.53
50,50 to 55,1368.57,1425.59
55,55 to 60,1181.1,1154.39
60,60 to 65,946.94,963.94
65,65 to 70,607.78,628.74
70,70 to 75,360.52,449.66
75,75 to 80,217.14,275.73
80,80 and over,165.39,208.81
