class,age,male,female
0,0 to 1,2355.33,2178.43
1,1 to 5,9404.79,8683.36
10,10 to 15,11489.18,10975.04
15,15 to 20,11380.66,11284.45
20,20 to 25,10894.16,10099.85
25,25 to 30,10475.88,9926.83
30,30 to 35,10125.7,9786.7
35,35 to 40,9553.23,8885.67
40,40 to 45,8638.2,8532.87
45,45 to 50,7746.7,7421.6
5,5 to 10,11070.22,10348.57
50,50 to 55,6776.34,6790.01
55,55 to 60,6028.21,6187.49
60,60 to 65,5631.51,5646.99
65,65 to 70,3735.09,3885.95
70,70 to 75,2408.72,2721.02
75,75 to 80,1338.58,1727.83
80,80 and over,1167.14,1497.73
