class,age,male,female
0,0 to 1,1109.5,1012.79
1,1 to 5,4430.24,4037.07
10,10 to 15,6055.84,5690.51
15,15 to 20,6473.23,6445.68
20,20 to 25,6596.94,6504.63
25,25 to 30,6495.41,6119.4
30,30 to 35,6015.25,5649.03
35,35 to 40,5452.98,5168.14
40,40 to 45,4991,4913.14
45,45 to 50,4562.6,4365.09
5,5 to 10,5544.33,5019.39
50,50 to 55,3917,3986.04
55,55 to 60,3498.62,3263
60,60 to 65,2856.56,2672.38
65,65 to 70,1866.76,1797.8
70,70 to 75,1209.41,1333.86
75,75 to 80,778.32,822.22
80,80 and over,600.07,693.6
