class,age,male,female
0,0 to 1,1003.44,928.5
1,1 to 5,4006.74,3701.08
10,10 to 15,5463.73,5183.24
15,15 to 20,6030.81,6062.9
20,20 to 25,5962.44,5627.39
25,25 to 30,5776.97,5274.32
30,30 to 35,5510.15,5121.4
35,35 to 40,5083.15,4737.08
40,40 to 45,4607.45,4505.42
45,45 to 50,4104.36,3944.23
5,5 to 10,4677.16,4313.57
50,50 to 55,3591.45,3642.03
55,55 to 60,3196.53,3080.33
60,60 to 65,2674.69,2634.8
65,65 to 70,1853.65,1934.17
70,70 to 75,1256.78,1395.82
75,75 to 80,715.98,886
80,80 and over,595.44,681.46
