class,age,male,female
0,0 to 1,481.37,450.65
1,1 to 5,1922.11,1796.33
10,10 to 15,2598.93,2467.22
15,15 to 20,2240.93,2159.42
20,20 to 25,2086.76,2140.83
25,25 to 30,2126.29,2081.25
30,30 to 35,1945.7,1931.49
35,35 to 40,1820,1840.76
40,40 to 45,1712.2,1763.91
45,45 to 50,1593.92,1574.24
5,5 to 10,2685.16,2463.02
50,50 to 55,1358.73,1420.98
55,55 to 60,1173.33,1150.85
60,60 to 65,945.34,962.93
65,65 to 70,604.17,625.05
70,70 to 75,358.74,447.79
75,75 to 80,214.71,272.95
80,80 and over,163.33,205.75
