class,age,male,female
0,0 to 1,1084.73,955.56
1,1 to 5,4331.3,3808.94
10,10 to 15,6206.61,5961.22
15,15 to 20,5898.4,5866.14
20,20 to 25,5794.08,5384.61
25,25 to 30,5483.93,5258.03
30,30 to 35,5020.69,5075.23
35,35 to 40,4612.46,4683.33
40,40 to 45,4310,4250.15
45,45 to 50,3789.33,3584.48
5,5 to 10,5860.28,5295.67
50,50 to 55,3177.87,3377.86
55,55 to 60,2799.39,2808.87
60,60 to 65,2443.1,2506.96
65,65 to 70,1645.41,1620.98
70,70 to 75,1146.35,1281.73
75,75 to 80,738.65,756.02
80,80 and over,592.92,655.56
