class,age,male,female
0,0 to 1,925.39,856.21
1,1 to 5,3695.09,3412.89
10,10 to 15,5039.17,4790.04
15,15 to 20,5596.93,5637.77
20,20 to 25,5527.27,5190.19
25,25 to 30,5353.81,4876.2
30,30 to 35,5093.58,4712.74
35,35 to 40,4686.65,4353.56
40,40 to 45,4241.83,4137.55
45,45 to 50,3774.62,3627.2
5,5 to 10,4291.61,3959.85
50,50 to 55,3319.85,3366.67
55,55 to 60,2962.38,2863.33
60,60 to 65,2509.69,2448.57
65,65 to 70,1732.72,1784.4
70,70 to 75,1175.16,1290.49
75,75 to 80,667.05,813.81
80,80 and over,556.41,629.06
