class,age,male,female
0,0 to 1,733.14,704.81
1,1 to 5,2927.44,2809.42
10,10 to 15,3326.87,3175.49
15,15 to 20,2614.85,2665.06
20,20 to 25,2457.09,2638.95
25,25 to 30,2741.63,2548.84
30,30 to 35,2474.36,2386.18
35,35 to 40,2300.36,2197.16
40,40 to 45,1987.99,1936.74
45,45 to 50,1795.67,1743.78
5,5 to 10,3730.05,3648.98
50,50 to 55,1475.99,1446.74
55,55 to 60,1186.33,1254.12
60,60 to 65,1017.3,1143.98
65,65 to 70,648.19,778.18
70,70 to 75,359.64,486
75,75 to 80,180.4,260.03
80,80 and over,138.44,205.73
