class,age,male,female
0,0 to 1,964.74,851.84
1,1 to 5,3852.21,3395.5
10,10 to 15,5354.55,4961.42
15,15 to 20,5834.23,5605.7
20,20 to 25,6312.97,5864.41
25,25 to 30,6389.23,6015.69
30,30 to 35,5985.13,5484.94
35,35 to 40,5392.49,4965.92
40,40 to 45,4928.47,4480.49
45,45 to 50,4367.6,4000.72
5,5 to 10,4819.32,4297.36
50,50 to 55,3750.41,3636.92
55,55 to 60,3417.37,3022.97
60,60 to 65,2678.38,2424.11
65,65 to 70,1871.4,1777.33
70,70 to 75,1384.09,1469.09
75,75 to 80,1094.08,1082.85
80,80 and over,853.91,898.56
