class,age,male,female
0,0 to 1,1634.1,1427.57
1,1 to 5,6524.94,5690.38
10,10 to 15,9128.89,8215.1
15,15 to 20,9728.41,8944.98
20,20 to 25,10555.57,9610.32
25,25 to 30,10378.2,9891.11
30,30 to 35,9983.39,9224.69
35,35 to 40,9116.11,8355.92
40,40 to 45,8094.21,7342.92
45,45 to 50,7135.63,6515.13
5,5 to 10,8526.03,7477.16
50,50 to 55,6085.65,5874.14
55,55 to 60,5568.65,4970.29
60,60 to 65,4422.37,3873.96
65,65 to 70,2961.1,2629.67
70,70 to 75,2064.02,2063.76
75,75 to 80,1495.15,1454.42
80,80 and over,1289,1297.32
