class,age,male,female
0,0 to 1,1538.01,1422.2
1,1 to 5,6141.26,5668.98
10,10 to 15,7502.34,7168.29
15,15 to 20,7474.65,7411.51
20,20 to 25,7159.84,6621.92
25,25 to 30,6870.76,6501.16
30,30 to 35,6630.9,6398.3
35,35 to 40,6248.63,5806.49
40,40 to 45,5647.87,5577.39
45,45 to 50,5064.67,4849.61
5,5 to 10,7212.75,6742.45
50,50 to 55,4431.85,4442.46
55,55 to 60,3949.76,4050.74
60,60 to 65,3692.82,3697.85
65,65 to 70,2454.62,2546.94
70,70 to 75,1584.77,1782.69
75,75 to 80,880.81,1132.01
80,80 and over,768.85,983.92
