class,age,male,female
0,0 to 1,1739.69,1666.95
1,1 to 5,6946.56,6644.59
10,10 to 15,7919.27,7551.59
15,15 to 20,6166.43,6278.93
20,20 to 25,5788.73,6212.47
25,25 to 30,6486.28,6040.23
30,30 to 35,5897.35,5700
35,35 to 40,5518.83,5261.35
40,40 to 45,4791.18,4656.27
45,45 to 50,4326.85,4209.05
5,5 to 10,8872.8,8651.4
50,50 to 55,3593.73,3516.97
55,55 to 60,2894.15,3065.83
60,60 to 65,2521.52,2802.32
65,65 to 70,1590.1,1885.14
70,70 to 75,886.54,1193.26
75,75 to 80,444.75,643.41
80,80 and over,344.69,503.94
