class,age,male,female
0,0 to 1,1049.78,977.24
1,1 to 5,4191.77,3895.36
10,10 to 15,5206.08,4922.67
15,15 to 20,4365.07,4533.11
20,20 to 25,4150.41,4432.74
25,25 to 30,4319.22,4250.55
30,30 to 35,3933.04,4014.68
35,35 to 40,3679.86,3819.99
40,40 to 45,3452.88,3555.9
45,45 to 50,3063.09,3051.46
5,5 to 10,6065.73,5699.24
50,50 to 55,2516.74,2688.74
55,55 to 60,1936.17,2160.52
60,60 to 65,1649.92,2228.77
65,65 to 70,1091.08,1456.42
70,70 to 75,553.63,865.48
75,75 to 80,253.05,393.11
80,80 and over,191.31,315.73
