class,age,male,female
0,0 to 1,272.99,240.49
1,1 to 5,1090.03,958.62
10,10 to 15,1501.16,1394.3
15,15 to 20,1648.04,1579.95
20,20 to 25,1780.45,1643.58
25,25 to 30,1793.03,1681.08
30,30 to 35,1682.78,1539.82
35,35 to 40,1521.37,1396.06
40,40 to 45,1388.2,1251.24
45,45 to 50,1229.31,1116.38
5,5 to 10,1356.92,1209.04
50,50 to 55,1046.62,1008.83
55,55 to 60,955.44,837.47
60,60 to 65,746.39,675.35
65,65 to 70,521.06,493.47
70,70 to 75,382.5,403.35
75,75 to 80,300.99,297.77
80,80 and over,234.92,248.33
