class,age,male,female
0,0 to 1,1554.06,1359.67
1,1 to 5,6205.34,5419.74
10,10 to 15,8986.58,8627.82
15,15 to 20,8701.62,8596.29
20,20 to 25,8542.32,7820.37
25,25 to 30,8023.48,7674.2
30,30 to 35,7372.09,7462.59
35,35 to 40,6766.38,6868.44
40,40 to 45,6310.59,6206.05
45,45 to 50,5542.75,5229.31
5,5 to 10,8359.96,7514.97
50,50 to 55,4647.88,4940.84
55,55 to 60,4099.04,4082.3
60,60 to 65,3522.72,3607.89
65,65 to 70,2416.57,2367.02
70,70 to 75,1718.29,1897.66
75,75 to 80,1114.69,1124.64
80,80 and over,901.06,981.83
