class,age,male,female
0,0 to 1,1452.03,1365.87
1,1 to 5,5797.92,5444.47
10,10 to 15,6129.25,5741.66
15,15 to 20,4540.36,4950.44
20,20 to 25,4663.61,5013.66
25,25 to 30,5344.38,4927.26
30,30 to 35,4738.39,4367.97
35,35 to 40,4124.36,4012.41
40,40 to 45,3846.22,3537.63
45,45 to 50,3220.47,2999.05
5,5 to 10,7430.19,7350.17
50,50 to 55,2583.47,2459.17
55,55 to 60,1932.09,2065.49
60,60 to 65,1940.78,2480.31
65,65 to 70,1240.76,1557.71
70,70 to 75,627.79,916.27
75,75 to 80,297.03,432.37
80,80 and over,224.98,380.72
