class,age,male,female
0,0 to 1,694.9,651.66
1,1 to 5,2774.74,2597.57
10,10 to 15,3583.54,3452.74
15,15 to 20,2737.09,2954.01
20,20 to 25,2700.38,2992.86
25,25 to 30,2815,2773.63
30,30 to 35,2473.81,2460.01
35,35 to 40,2302.74,2340.83
40,40 to 45,2194.17,2228.52
45,45 to 50,1950.64,1900.72
5,5 to 10,3880.08,3671.89
50,50 to 55,1637.1,1737.49
55,55 to 60,1427.38,1556.06
60,60 to 65,1469.38,1531.35
65,65 to 70,809,851.79
70,70 to 75,422.32,565.65
75,75 to 80,238.94,311.1
80,80 and over,166.34,241.67
