class,age,male,female
0,0 to 1,1337.61,1214.56
1,1 to 5,5238,4747.91
10,10 to 15,7341.51,6920.83
15,15 to 20,7018.06,7107.63
20,20 to 25,7129.07,6982.36
25,25 to 30,6990.56,6784.84
30,30 to 35,6522.15,6183.24
35,35 to 40,5818.05,5582.24
40,40 to 45,5220.29,5096.3
45,45 to 50,4700.08,4616.61
5,5 to 10,6525.51,5958.31
50,50 to 55,4248.2,4147.23
55,55 to 60,3496.55,3304.75
60,60 to 65,2747.1,2583.43
65,65 to 70,2066.17,2016.27
70,70 to 75,1559.22,1715.25
75,75 to 80,1108.03,1136.01
80,80 and over,867.56,959.34
