class,age,male,female
0,0 to 1,1490.45,1256.83
1,1 to 5,5836.52,4913.14
10,10 to 15,7504.45,6944.27
15,15 to 20,7699.94,7338.34
20,20 to 25,7720.72,7491.04
25,25 to 30,7743.26,7472.04
30,30 to 35,7631.43,7146.39
35,35 to 40,7156.54,6406.09
40,40 to 45,6169.51,5764.51
45,45 to 50,5401.38,5133.15
5,5 to 10,6934.31,6166.23
50,50 to 55,4712.34,4830.2
55,55 to 60,4466.31,4188.52
60,60 to 65,3821.89,3486.08
65,65 to 70,2655.17,2408.49
70,70 to 75,1797.05,1733.01
75,75 to 80,1156.37,1077.83
80,80 and over,922.98,852.79
