class,age,male,female
0,0 to 1,578,522.05
1,1 to 5,2263.4,2040.78
10,10 to 15,3371.15,3114.52
15,15 to 20,3408.41,3328.62
20,20 to 25,3799.24,3603.22
25,25 to 30,3740.69,3578.01
30,30 to 35,3507.61,3284.58
35,35 to 40,3254.13,3071.7
40,40 to 45,2982.08,2829.21
45,45 to 50,2673.52,2521.63
5,5 to 10,2937.98,2624.53
50,50 to 55,2295.42,2249.26
55,55 to 60,1972.25,1900.98
60,60 to 65,1656.58,1526.99
65,65 to 70,1224.18,1205.73
70,70 to 75,877.09,945.07
75,75 to 80,656.03,667.98
80,80 and over,520.26,562.67
