class,age,male,female
0,0 to 1,1673.05,1566.1
1,1 to 5,6551.58,6122.13
10,10 to 15,8853.54,8404.13
15,15 to 20,7667.92,7388.77
20,20 to 25,7162.17,7344.46
25,25 to 30,7295.34,7139.41
30,30 to 35,6720.68,6668.58
35,35 to 40,6362.63,6432.09
40,40 to 45,5947.62,6124.59
45,45 to 50,5550.78,5480.76
5,5 to 10,9026.22,8279.62
50,50 to 55,4718.87,4933.57
55,55 to 60,4094.22,4014.86
60,60 to 65,3293.81,3354.26
65,65 to 70,2183.94,2258.33
70,70 to 75,1259.6,1571.14
75,75 to 80,749.77,951.93
80,80 and over,582.06,732.77
