class,age,male,female
0,0 to 1,1710.37,1589.07
1,1 to 5,6697.71,6211.92
10,10 to 15,8435.45,8030.96
15,15 to 20,7038.43,7008.51
20,20 to 25,6616.2,6601.12
25,25 to 30,6876.5,6565.46
30,30 to 35,6861.39,6829.9
35,35 to 40,6717.31,6347.68
40,40 to 45,5991.76,5895.8
45,45 to 50,5329.23,5190.09
5,5 to 10,8344.21,7770.97
50,50 to 55,4609.28,4644.87
55,55 to 60,3916.8,4178.61
60,60 to 65,3621.83,3737.46
65,65 to 70,2328.82,2531.31
70,70 to 75,1338.27,1738.46
75,75 to 80,740.91,1066.74
80,80 and over,618.54,839.75
