class,age,male,female
0,0 to 1,1504.29,1391.15
1,1 to 5,5890.71,5438.21
10,10 to 15,7188.81,6867.57
15,15 to 20,7184.55,7123.66
20,20 to 25,6899.23,6385.89
25,25 to 30,6619.21,6270.08
30,30 to 35,6436.14,6214.88
35,35 to 40,6143.23,5711.67
40,40 to 45,5522.68,5455.59
45,45 to 50,4967.28,4756.95
5,5 to 10,6826.15,6381.54
50,50 to 55,4334.24,4342.59
55,55 to 60,3879.13,3976.83
60,60 to 65,3617.65,3624.78
65,65 to 70,2491.74,2589.85
70,70 to 75,1563.06,1760.28
75,75 to 80,862.86,1110.96
80,80 and over,768.54,984.66
