class,age,male,female
0,0 to 1,835.63,763.29
1,1 to 5,3272.27,2983.8
10,10 to 15,4329.07,4131.14
15,15 to 20,4344.72,4204.08
20,20 to 25,4405.82,4249.71
25,25 to 30,4352.8,4102.44
30,30 to 35,4045.01,3894.56
35,35 to 40,3818.74,3552.35
40,40 to 45,3385.73,3271.2
45,45 to 50,3106.71,2845.64
5,5 to 10,4180.3,3864.73
50,50 to 55,2488.96,2456.45
55,55 to 60,2197.37,1962.39
60,60 to 65,1595.45,1638.52
65,65 to 70,1103.94,1144.4
70,70 to 75,681.35,733.71
75,75 to 80,385.74,441.61
80,80 and over,305.54,341.97
