class,age,male,female
0,0 to 1,871.85,817.38
1,1 to 5,3414.12,3195.26
10,10 to 15,4397.92,4241.81
15,15 to 20,3362.21,3641.56
20,20 to 25,3335.17,3714.9
25,25 to 30,3475.11,3430.03
30,30 to 35,3065.62,3046.12
35,35 to 40,2885.6,2940.79
40,40 to 45,2742.76,2794.84
45,45 to 50,2447.07,2387.74
5,5 to 10,4740.55,4486.25
50,50 to 55,2047.78,2175.59
55,55 to 60,1786.79,1955.88
60,60 to 65,1843.36,1931.13
65,65 to 70,1046.25,1107.63
70,70 to 75,523.71,711.41
75,75 to 80,295.07,388.19
80,80 and over,207.9,307.89
