class,age,male,female
0,0 to 1,431.2,404.21
1,1 to 5,1688.54,1580.12
10,10 to 15,2173.04,2095.26
15,15 to 20,1663.38,1800.69
20,20 to 25,1648.89,1835.78
25,25 to 30,1718.42,1695.97
30,30 to 35,1516.86,1507.93
35,35 to 40,1427.99,1455.74
40,40 to 45,1356.92,1382.99
45,45 to 50,1210.57,1181.75
5,5 to 10,2345.93,2219.85
50,50 to 55,1012.7,1075.8
55,55 to 60,881.61,965.15
60,60 to 65,906.8,953.78
65,65 to 70,515.93,548.74
70,70 to 75,258.08,351.66
75,75 to 80,144.93,191.24
80,80 and over,102.29,151.75
