class,age,male,female
0,0 to 1,610.66,572.51
1,1 to 5,2391.32,2238.03
10,10 to 15,3080.4,2971.05
15,15 to 20,2354.96,2550.63
20,20 to 25,2336.02,2602
25,25 to 30,2434.04,2402.47
30,30 to 35,2147.22,2133.56
35,35 to 40,2021.14,2059.79
40,40 to 45,1921.08,1957.57
45,45 to 50,1713.98,1672.42
5,5 to 10,3320.38,3142.26
50,50 to 55,1434.31,1523.83
55,55 to 60,1251.5,1369.94
60,60 to 65,1291.13,1352.6
65,65 to 70,732.81,775.81
70,70 to 75,366.82,498.28
75,75 to 80,206.67,271.89
80,80 and over,145.61,215.65
