class,age,male,female
0,0 to 1,1591.37,1482.16
1,1 to 5,6231.72,5794.02
10,10 to 15,7601.52,7197.11
15,15 to 20,6254.36,6583.39
20,20 to 25,5973.17,6472.36
25,25 to 30,6293.72,6178.4
30,30 to 35,5748.73,5861.88
35,35 to 40,5453.23,5649.3
40,40 to 45,5102.43,5262.97
45,45 to 50,4539.66,4541.15
5,5 to 10,8938.59,8408.29
50,50 to 55,3729,3939.17
55,55 to 60,2832.69,3124.79
60,60 to 65,2353.49,3261.3
65,65 to 70,1599.61,2223.01
70,70 to 75,762.83,1262.77
75,75 to 80,331.29,552.85
80,80 and over,268.99,453.04
