class,age,male,female
0,0 to 1,757.57,668.97
1,1 to 5,2966.6,2615.11
10,10 to 15,4126.26,3685.51
15,15 to 20,4591.22,4188.8
20,20 to 25,5064.46,4622.88
25,25 to 30,4894.28,4706.44
30,30 to 35,4792.84,4401.28
35,35 to 40,4372.94,4026.79
40,40 to 45,3858.63,3492.59
45,45 to 50,3395.38,3087.39
5,5 to 10,3821.43,3394.59
50,50 to 55,2895.02,2718.7
55,55 to 60,2600.55,2252.29
60,60 to 65,1937.48,1684.14
65,65 to 70,1334.74,1161.73
70,70 to 75,891.63,892.27
75,75 to 80,637.68,628.74
80,80 and over,566.25,589.54
