class,age,male,female
0,0 to 1,1524.38,1346.43
1,1 to 5,5969.41,5263.43
10,10 to 15,8308.13,7423.02
15,15 to 20,9237.18,8432.62
20,20 to 25,10190.7,9305.51
25,25 to 30,9849.43,9471.22
30,30 to 35,9641.86,8855.53
35,35 to 40,8798.08,8103.59
40,40 to 45,7765.98,7032.39
45,45 to 50,6834.74,6216.88
5,5 to 10,7690.03,6831.72
50,50 to 55,5827.96,5474.8
55,55 to 60,5232.61,4536.09
60,60 to 65,3902.16,3393.93
65,65 to 70,2690.14,2344.68
70,70 to 75,1798.41,1801.33
75,75 to 80,1286.85,1269.39
80,80 and over,1141.25,1188.84
