class,age,male,female
0,0 to 1,226.24,202.7
1,1 to 5,885.95,792.38
10,10 to 15,1308.09,1197.44
15,15 to 20,1362.73,1340.12
20,20 to 25,1486.71,1448.73
25,25 to 30,1579.78,1526.12
30,30 to 35,1461.46,1350.05
35,35 to 40,1294.83,1221.18
40,40 to 45,1195.33,1152.08
45,45 to 50,1068.47,1039.99
5,5 to 10,1120.48,1005.42
50,50 to 55,974.96,989.14
55,55 to 60,891.13,832.79
60,60 to 65,711.7,647.03
65,65 to 70,520.52,506.58
70,70 to 75,396.44,440.27
75,75 to 80,325.36,321.84
80,80 and over,256.44,261.58
