class,age,male,female
0,0 to 1,2070.86,1883.39
1,1 to 5,8109.37,7362.46
10,10 to 15,11408.76,10770.76
15,15 to 20,10868.05,11011.68
20,20 to 25,10983.82,10760.16
25,25 to 30,10778.11,10476.77
30,30 to 35,10076.67,9560.15
35,35 to 40,8982.67,8628.91
40,40 to 45,8069.56,7887.76
45,45 to 50,7272.63,7138.31
5,5 to 10,10123.76,9248.35
50,50 to 55,6584.88,6401.25
55,55 to 60,5382.77,5062.95
60,60 to 65,4198.92,3955.34
65,65 to 70,3180.94,3105.83
70,70 to 75,2405.77,2654.21
75,75 to 80,1706.96,1752.75
80,80 and over,1333.47,1483.66
