class,age,male,female
0,0 to 1,756.03,704.36
1,1 to 5,2960.59,2753.46
10,10 to 15,3632.79,3446.34
15,15 to 20,2973.7,3124.4
20,20 to 25,2843.58,3070.22
25,25 to 30,2991.5,2931.46
30,30 to 35,2744.36,2787.98
35,35 to 40,2608.89,2679.07
40,40 to 45,2434.06,2499.22
45,45 to 50,2166.04,2158.21
5,5 to 10,4194.73,3945.15
50,50 to 55,1789.19,1882.78
55,55 to 60,1387.08,1523.67
60,60 to 65,1186.43,1562.83
65,65 to 70,788.66,1051.8
70,70 to 75,385.37,613.03
75,75 to 80,176.9,283.37
80,80 and over,142.4,230.43
