class,age,male,female
0,0 to 1,1259.76,1186.73
1,1 to 5,4933.14,4639.12
10,10 to 15,6069.33,5803.91
15,15 to 20,5110.73,5186.08
20,20 to 25,4851.28,4872.93
25,25 to 30,4953.2,4689.85
30,30 to 35,4766.37,4750.79
35,35 to 40,4467.37,4255.06
40,40 to 45,4022.4,4124.92
45,45 to 50,3743.2,3600.11
5,5 to 10,5835.58,5644.54
50,50 to 55,3139.39,3329.27
55,55 to 60,2804.78,3035.43
60,60 to 65,2970.08,3108.53
65,65 to 70,1848.35,2014.28
70,70 to 75,1048.86,1316.25
75,75 to 80,544.93,836.97
80,80 and over,490.22,735.43
