class,age,male,female
0,0 to 1,375.88,351.03
1,1 to 5,1471.94,1372.22
10,10 to 15,1724.44,1617.83
15,15 to 20,1566.76,1582.21
20,20 to 25,1599.12,1661.31
25,25 to 30,1681.12,1595.64
30,30 to 35,1580.19,1468.2
35,35 to 40,1421.82,1330.75
40,40 to 45,1282.32,1256.75
45,45 to 50,1180.93,1102.47
5,5 to 10,1817.02,1710
50,50 to 55,982.6,986.61
55,55 to 60,850.56,811.08
60,60 to 65,684.61,676.5
65,65 to 70,441.64,431.29
70,70 to 75,256.26,305.06
75,75 to 80,151.49,180.12
80,80 and over,121.3,141.04
