class,age,male,female
0,0 to 1,755.91,726.7
1,1 to 5,2960.11,2840.8
10,10 to 15,3362.31,3209.38
15,15 to 20,2654.3,2705.19
20,20 to 25,2500.58,2685.28
25,25 to 30,2788.01,2592.02
30,30 to 35,2533.05,2442.83
35,35 to 40,2384.04,2277.13
40,40 to 45,2047.94,1995.31
45,45 to 50,1854.74,1801.07
5,5 to 10,3720.15,3639.24
50,50 to 55,1520.22,1490.26
55,55 to 60,1227.91,1298.05
60,60 to 65,1051.26,1182.22
65,65 to 70,694.57,833.88
70,70 to 75,374.13,505.56
75,75 to 80,186.47,268.77
80,80 and over,146.03,217.02
