class,age,male,female
0,0 to 1,1228.23,1023.32
1,1 to 5,4809.69,4000.31
10,10 to 15,6620.03,6005.28
15,15 to 20,6470.82,5908.38
20,20 to 25,6626.55,5836.28
25,25 to 30,6883.86,6355.58
30,30 to 35,6533.29,6119.13
35,35 to 40,6294.23,5596.68
40,40 to 45,5450.89,4858.86
45,45 to 50,4852.29,4409.31
5,5 to 10,6188.87,5181.67
50,50 to 55,4072.96,4245.8
55,55 to 60,4163.12,3892.96
60,60 to 65,3782.78,3299.13
65,65 to 70,2599.92,2300.65
70,70 to 75,1764.29,1693.7
75,75 to 80,1263.03,1160.52
80,80 and over,1143.09,1021.89
