class,age,male,female
0,0 to 1,873.46,788.52
1,1 to 5,3420.43,3082.46
10,10 to 15,5086.71,4697.97
15,15 to 20,5152.84,5027.27
20,20 to 25,5741.39,5441.32
25,25 to 30,5652.84,5406.3
30,30 to 35,5303.79,4964.25
35,35 to 40,4918.85,4640.47
40,40 to 45,4505.14,4269.86
45,45 to 50,4037.74,3805.43
5,5 to 10,4437.13,3963.38
50,50 to 55,3466.08,3394.23
55,55 to 60,2981.52,2867.7
60,60 to 65,2499.14,2301.85
65,65 to 70,1845.13,1814.59
70,70 to 75,1321.04,1422.21
75,75 to 80,988.08,1005.54
80,80 and over,784.46,847.91
