class,age,male,female
0,0 to 1,8134.11,7177.82
1,1 to 5,31852.76,28059.24
10,10 to 15,44160.11,39933.55
15,15 to 20,48993.65,45403.36
20,20 to 25,53743.03,49228.33
25,25 to 30,52595.2,50179.83
30,30 to 35,50933.97,46722.13
35,35 to 40,46516.53,42789.83
40,40 to 45,41398.56,37423.52
45,45 to 50,36532.15,33205.79
5,5 to 10,40429.54,35948.18
50,50 to 55,31107.87,29454.82
55,55 to 60,28127.11,24454.52
60,60 to 65,21268.66,18737.07
65,65 to 70,14896.47,13354.6
70,70 to 75,10177.11,10379.22
75,75 to 80,7518.38,7422.89
80,80 and over,6417.73,6718.29
