class,age,male,female
0,0 to 1,855.17,780.69
1,1 to 5,3348.79,3051.85
10,10 to 15,4566.81,4299.22
15,15 to 20,4909.55,4877.44
20,20 to 25,5053.87,4939.85
25,25 to 30,4966.73,4645.95
30,30 to 35,4616.68,4315.01
35,35 to 40,4229.12,3985.69
40,40 to 45,3829.5,3756.73
45,45 to 50,3506.06,3345.32
5,5 to 10,4125.5,3746.05
50,50 to 55,2992.42,3033.04
55,55 to 60,2684.54,2486.26
60,60 to 65,2165.98,2040.04
65,65 to 70,1476.68,1426.79
70,70 to 75,926.13,1021.16
75,75 to 80,590.89,634.02
80,80 and over,470.77,541.78
