class,age,male,female
0,0 to 1,535.18,488.85
1,1 to 5,2095.75,1911
10,10 to 15,2772.2,2645.63
15,15 to 20,2781.39,2691
20,20 to 25,2820.41,2720.2
25,25 to 30,2786.52,2626.25
30,30 to 35,2589.44,2493.42
35,35 to 40,2444.91,2274.17
40,40 to 45,2167.43,2093.93
45,45 to 50,1988.81,1821.31
5,5 to 10,2677.67,2475.74
50,50 to 55,1592.85,1571.8
55,55 to 60,1406.12,1255.48
60,60 to 65,1020.32,1048.39
65,65 to 70,706.07,732.24
70,70 to 75,435.74,469.16
75,75 to 80,246.51,282.35
80,80 and over,195.27,218.5
