class,age,male,female
0,0 to 1,1281.21,1128.67
1,1 to 5,5017.17,4412.16
10,10 to 15,6903.97,6416.26
15,15 to 20,7609.03,7300.14
20,20 to 25,8239.01,7607.01
25,25 to 30,8298.2,7777.04
30,30 to 35,7835.32,7169.29
35,35 to 40,7172.13,6581.01
40,40 to 45,6507.89,5865.47
45,45 to 50,5779.34,5248.33
5,5 to 10,6156.08,5485.42
50,50 to 55,4906.75,4731.42
55,55 to 60,4502.39,3947.18
60,60 to 65,3514.53,3181.82
65,65 to 70,2545.43,2413.29
70,70 to 75,1815.42,1915.64
75,75 to 80,1420.54,1405.43
80,80 and over,1129.93,1194.66
