class,age,male,female
0,0 to 1,339.85,317.92
1,1 to 5,1330.82,1242.8
10,10 to 15,1796.09,1703.59
15,15 to 20,1559.12,1500.26
20,20 to 25,1457.55,1493.66
25,25 to 30,1484.74,1452.2
30,30 to 35,1368.57,1356.55
35,35 to 40,1294.66,1307.26
40,40 to 45,1209.16,1243.92
45,45 to 50,1127.95,1112.96
5,5 to 10,1831.01,1678.93
50,50 to 55,958.63,1001.71
55,55 to 60,832.2,815.26
60,60 to 65,668.56,681.35
65,65 to 70,443.67,458.8
70,70 to 75,255.65,318.39
75,75 to 80,152.05,192.96
80,80 and over,117.69,148.53
