class,age,male,female
0,0 to 1,1321.14,1243.72
1,1 to 5,5173.53,4861.89
10,10 to 15,5658.92,5410.89
15,15 to 20,4591.35,4877.61
20,20 to 25,4593.06,4965.58
25,25 to 30,4921.67,4638.07
30,30 to 35,4541.14,4388.62
35,35 to 40,4218.04,4264.21
40,40 to 45,3924.75,3964.34
45,45 to 50,3612.73,3477.83
5,5 to 10,6649.81,6505.73
50,50 to 55,2925.96,2885.26
55,55 to 60,2358.03,2458.68
60,60 to 65,2116.97,2588.66
65,65 to 70,1387.38,1668.31
70,70 to 75,629.64,878.62
75,75 to 80,279.3,427.12
80,80 and over,202.06,310.91
