class,age,male,female
0,0 to 1,1050.49,964.9
1,1 to 5,4113.66,3771.94
10,10 to 15,5328.32,5141.06
15,15 to 20,5847.39,5835.55
20,20 to 25,5683.16,5030.06
25,25 to 30,5368.39,4672.39
30,30 to 35,4914.24,4452.47
35,35 to 40,4512.42,4036.12
40,40 to 45,3887.97,3732.18
45,45 to 50,3411.22,3240.42
5,5 to 10,4664.42,4320.6
50,50 to 55,3008.47,3129.73
55,55 to 60,2813.37,2903.67
60,60 to 65,2737.3,2610.6
65,65 to 70,1972.83,1822.88
70,70 to 75,1185.76,1223.17
75,75 to 80,662.94,737.22
80,80 and over,586.01,666.21
