class,age,male,female
0,0 to 1,1094.18,926.68
1,1 to 5,4284.74,3622.54
10,10 to 15,5525.3,5112.14
15,15 to 20,5656.56,5414.44
20,20 to 25,5707.23,5540.29
25,25 to 30,5710.2,5504.15
30,30 to 35,5591.84,5237.17
35,35 to 40,5227.3,4698.12
40,40 to 45,4514.11,4226.77
45,45 to 50,3956.84,3772.52
5,5 to 10,5100.03,4542.79
50,50 to 55,3455.16,3542.97
55,55 to 60,3260.74,3072.92
60,60 to 65,2789.6,2547.11
65,65 to 70,1937.84,1766.52
70,70 to 75,1319.22,1282.28
75,75 to 80,857.18,804.63
80,80 and over,684.62,638.84
