class,age,male,female
0,0 to 1,935.03,833.49
1,1 to 5,3661.54,3258.25
10,10 to 15,5022.98,4659.02
15,15 to 20,4558.6,4602.02
20,20 to 25,4435.99,4511.35
25,25 to 30,4565.28,4408.23
30,30 to 35,4330.47,4125.84
35,35 to 40,3971.18,3710.72
40,40 to 45,3530.55,3373.15
45,45 to 50,3152.27,2991.57
5,5 to 10,4514.21,4062.25
50,50 to 55,2674.08,2811.63
55,55 to 60,2555.64,2378.69
60,60 to 65,2159.7,2004.2
65,65 to 70,1378.24,1330.47
70,70 to 75,894.6,950.38
75,75 to 80,514.99,526.9
80,80 and over,438.96,435.46
