class,age,male,female
0,0 to 1,984.02,882.05
1,1 to 5,3853.39,3448.08
10,10 to 15,5700.52,5216.21
15,15 to 20,5929.48,5835.1
20,20 to 25,6470.31,6314.28
25,25 to 30,6885.37,6656.72
30,30 to 35,6366.21,5882.39
35,35 to 40,5635.33,5318.81
40,40 to 45,5204.74,5025.33
45,45 to 50,4653.18,4537.43
5,5 to 10,4877.62,4377.59
50,50 to 55,4254,4321.26
55,55 to 60,3887.86,3639.03
60,60 to 65,3106.78,2824.78
65,65 to 70,2272.79,2213.32
70,70 to 75,1733.69,1927.57
75,75 to 80,1424.35,1408.97
80,80 and over,1122.43,1144
