class,age,male,female
0,0 to 1,896.74,767.4
1,1 to 5,3511.58,2999.88
10,10 to 15,4808.01,4428.67
15,15 to 20,4583.59,4540
20,20 to 25,4748.08,4601.58
25,25 to 30,4669.38,4379.64
30,30 to 35,4590.3,4259.31
35,35 to 40,4187.35,3818.96
40,40 to 45,3674.8,3399.08
45,45 to 50,3225.47,2917.81
5,5 to 10,4295.4,3765.67
50,50 to 55,2729.56,2622
55,55 to 60,2442.08,2188.71
60,60 to 65,2010.12,1865.12
65,65 to 70,1372.59,1230.67
70,70 to 75,923.82,886.41
75,75 to 80,554.12,536.33
80,80 and over,501.4,464.99
